model_id,provider,model_type,PDCM_DR_v1.0,PDCM_DR_v2.0,PDCM_DR_v2.1,PDCM_DR_v3.0,PDCM_DR_v3.1,PDCM_DR_v4.0,PDCM_DR_v5.0,PDCM_DR_v5.1,PDCM_DR_v5.2,PDCM_DR_v5.3,PDCM_DR_v6.0,PDCM_DR_v6.1,PDCM_DR_v6.2,PDCM_DR_v6.3,PDCM_DR_v6.4,PDCM_DR_v6.5,PDCM_DR_v6.6
sidm00998,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm00999,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,61.0,61.0,61.0,61.0,61.0,63.0
sidm01000,cmp,cell line,31.0,31.0,38.0,38.0,28.0,28.0,28.0,28.0,31.0,33.0,49.0,33.0,33.0,33.0,33.0,33.0,34.0
sidm01001,cmp,cell line,34.0,34.0,38.0,38.0,31.0,31.0,31.0,31.0,34.0,33.0,49.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01002,cmp,cell line,38.0,38.0,41.0,41.0,34.0,34.0,34.0,34.0,38.0,36.0,52.0,61.0,61.0,61.0,61.0,61.0,63.0
sidm01003,cmp,cell line,31.0,31.0,38.0,38.0,28.0,28.0,28.0,28.0,31.0,33.0,49.0,58.0,58.0,58.0,58.0,58.0,60.0
sidm01004,cmp,cell line,36.0,36.0,39.0,39.0,33.0,33.0,33.0,33.0,36.0,34.0,50.0,52.0,52.0,52.0,52.0,52.0,53.0
sidm01005,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01006,cmp,cell line,31.0,31.0,34.0,34.0,25.0,25.0,25.0,25.0,28.0,33.0,49.0,33.0,33.0,33.0,33.0,33.0,34.0
sidm01007,cmp,cell line,31.0,31.0,38.0,38.0,28.0,28.0,28.0,28.0,31.0,33.0,49.0,47.0,47.0,47.0,47.0,47.0,49.0
sidm01008,cmp,cell line,34.0,34.0,38.0,38.0,31.0,31.0,31.0,31.0,34.0,33.0,49.0,47.0,47.0,47.0,47.0,47.0,49.0
sidm01009,cmp,cell line,28.0,28.0,38.0,38.0,25.0,25.0,25.0,25.0,28.0,30.0,46.0,30.0,30.0,30.0,30.0,30.0,31.0
sidm01010,cmp,cell line,31.0,31.0,38.0,38.0,28.0,28.0,28.0,28.0,31.0,33.0,49.0,44.0,44.0,44.0,44.0,44.0,46.0
sidm01011,cmp,cell line,34.0,34.0,34.0,34.0,28.0,28.0,28.0,28.0,31.0,33.0,49.0,44.0,44.0,44.0,44.0,44.0,46.0
sidm01012,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01013,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,55.0,55.0,55.0,55.0,55.0,57.0
sidm01014,cmp,cell line,33.0,33.0,36.0,36.0,26.0,26.0,26.0,26.0,26.0,31.0,44.0,53.0,53.0,53.0,53.0,53.0,55.0
sidm01015,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01016,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,34.0,34.0,34.0,34.0,34.0,36.0
sidm01017,cmp,cell line,31.0,31.0,34.0,34.0,25.0,25.0,25.0,25.0,28.0,33.0,49.0,47.0,47.0,47.0,47.0,47.0,49.0
sidm01018,cmp,cell line,36.0,36.0,39.0,39.0,33.0,33.0,33.0,33.0,36.0,34.0,50.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01019,cmp,cell line,33.0,33.0,36.0,36.0,26.0,26.0,26.0,26.0,30.0,34.0,50.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01020,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01021,cmp,cell line,,,,,,,,,,23.0,39.0,23.0,23.0,23.0,23.0,23.0,25.0
sidm01022,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,30.0,34.0,47.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01023,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,34.0,34.0,34.0,34.0,34.0,36.0
sidm01024,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,61.0,61.0,61.0,61.0,61.0,63.0
sidm01025,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,61.0,61.0,61.0,61.0,61.0,63.0
sidm01026,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,61.0,61.0,61.0,61.0,61.0,63.0
sidm01027,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,61.0,61.0,61.0,61.0,61.0,63.0
sidm01028,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,36.0,36.0,36.0,36.0,36.0,38.0
sidm01029,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,61.0,61.0,61.0,61.0,61.0,63.0
sidm01030,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,61.0,61.0,61.0,61.0,61.0,63.0
sidm01031,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,34.0,34.0,34.0,34.0,34.0,36.0
sidm01032,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,61.0,61.0,61.0,61.0,61.0,63.0
sidm01033,cmp,cell line,31.0,31.0,38.0,38.0,28.0,28.0,28.0,28.0,31.0,33.0,49.0,58.0,58.0,58.0,58.0,58.0,60.0
sidm01034,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01035,cmp,cell line,36.0,36.0,36.0,36.0,30.0,30.0,30.0,30.0,30.0,31.0,47.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01036,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01037,cmp,cell line,36.0,36.0,39.0,39.0,33.0,33.0,33.0,33.0,36.0,34.0,50.0,55.0,55.0,55.0,55.0,55.0,57.0
sidm01038,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,55.0,55.0,55.0,55.0,55.0,57.0
sidm01039,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01040,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,61.0,61.0,61.0,61.0,61.0,63.0
sidm01041,cmp,cell line,33.0,33.0,36.0,36.0,26.0,26.0,26.0,26.0,30.0,34.0,50.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01042,cmp,cell line,36.0,36.0,36.0,36.0,26.0,26.0,26.0,26.0,30.0,31.0,47.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01043,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,61.0,61.0,61.0,61.0,61.0,63.0
sidm01044,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,61.0,61.0,61.0,61.0,61.0,63.0
sidm01045,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,61.0,61.0,61.0,61.0,61.0,63.0
sidm01046,cmp,cell line,34.0,34.0,38.0,38.0,28.0,28.0,28.0,28.0,28.0,33.0,46.0,55.0,55.0,55.0,55.0,55.0,57.0
sidm01047,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,61.0,61.0,61.0,61.0,61.0,63.0
sidm01048,cmp,cell line,33.0,33.0,36.0,36.0,30.0,30.0,30.0,30.0,33.0,31.0,47.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01050,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01051,cmp,cell line,36.0,36.0,39.0,39.0,33.0,33.0,33.0,33.0,36.0,34.0,50.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01052,cmp,cell line,38.0,38.0,41.0,41.0,34.0,34.0,34.0,34.0,38.0,36.0,52.0,61.0,61.0,61.0,61.0,61.0,63.0
sidm01053,cmp,cell line,38.0,38.0,38.0,38.0,31.0,31.0,31.0,31.0,31.0,33.0,46.0,55.0,55.0,55.0,55.0,55.0,57.0
sidm01054,cmp,cell line,38.0,38.0,38.0,38.0,31.0,31.0,31.0,31.0,31.0,33.0,46.0,55.0,55.0,55.0,55.0,55.0,57.0
sidm01055,cmp,cell line,31.0,31.0,38.0,38.0,28.0,28.0,28.0,28.0,31.0,33.0,49.0,58.0,58.0,58.0,58.0,58.0,60.0
sidm01056,cmp,cell line,38.0,38.0,41.0,41.0,34.0,34.0,34.0,34.0,38.0,36.0,52.0,61.0,61.0,61.0,61.0,61.0,63.0
sidm01057,cmp,cell line,33.0,33.0,39.0,39.0,26.0,26.0,26.0,26.0,30.0,31.0,47.0,52.0,52.0,52.0,52.0,52.0,53.0
sidm01058,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,61.0,61.0,61.0,61.0,61.0,63.0
sidm01059,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01060,cmp,cell line,36.0,36.0,39.0,39.0,33.0,33.0,33.0,33.0,36.0,34.0,50.0,34.0,34.0,34.0,34.0,34.0,36.0
sidm01061,cmp,cell line,38.0,38.0,41.0,41.0,34.0,34.0,34.0,34.0,38.0,33.0,49.0,58.0,58.0,58.0,58.0,58.0,60.0
sidm01062,cmp,cell line,31.0,31.0,38.0,38.0,28.0,28.0,28.0,28.0,31.0,33.0,49.0,58.0,58.0,58.0,58.0,58.0,60.0
sidm01063,cmp,cell line,30.0,30.0,33.0,33.0,26.0,26.0,26.0,26.0,30.0,28.0,44.0,53.0,53.0,53.0,53.0,53.0,55.0
sidm01064,cmp,cell line,36.0,36.0,39.0,39.0,33.0,33.0,33.0,33.0,36.0,34.0,50.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01065,cmp,cell line,33.0,33.0,36.0,36.0,26.0,26.0,26.0,26.0,26.0,34.0,50.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01066,cmp,cell line,36.0,36.0,39.0,39.0,33.0,33.0,33.0,33.0,36.0,34.0,50.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01067,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,47.0,49.0,49.0,49.0,49.0,49.0,50.0
sidm01068,cmp,cell line,36.0,36.0,39.0,39.0,33.0,33.0,33.0,33.0,36.0,34.0,50.0,34.0,34.0,34.0,34.0,34.0,36.0
sidm01069,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01070,cmp,cell line,31.0,31.0,38.0,38.0,28.0,28.0,28.0,28.0,31.0,33.0,49.0,33.0,33.0,33.0,33.0,33.0,34.0
sidm01071,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01072,cmp,cell line,31.0,31.0,38.0,38.0,28.0,28.0,28.0,28.0,31.0,33.0,49.0,58.0,58.0,58.0,58.0,58.0,60.0
sidm01073,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01074,cmp,cell line,31.0,31.0,38.0,38.0,28.0,28.0,28.0,28.0,31.0,33.0,49.0,58.0,58.0,58.0,58.0,58.0,60.0
sidm01075,cmp,cell line,33.0,33.0,36.0,36.0,26.0,26.0,26.0,26.0,26.0,31.0,44.0,50.0,50.0,50.0,50.0,50.0,52.0
sidm01076,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01077,cmp,cell line,38.0,38.0,41.0,41.0,34.0,34.0,34.0,34.0,38.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01078,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01079,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,55.0,55.0,55.0,55.0,55.0,57.0
sidm01080,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,49.0,49.0,49.0,49.0,49.0,50.0
sidm01081,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,55.0,55.0,55.0,55.0,55.0,57.0
sidm01082,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,52.0,52.0,52.0,52.0,52.0,53.0
sidm01083,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,49.0,49.0,49.0,49.0,49.0,50.0
sidm01084,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01085,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01086,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,58.0,58.0,58.0,58.0,58.0,60.0
sidm01087,cmp,cell line,38.0,38.0,41.0,41.0,34.0,34.0,34.0,34.0,38.0,36.0,52.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01088,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01089,cmp,cell line,38.0,38.0,41.0,41.0,34.0,34.0,34.0,34.0,38.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01090,cmp,cell line,30.0,30.0,36.0,36.0,23.0,23.0,23.0,23.0,26.0,28.0,44.0,49.0,49.0,49.0,49.0,49.0,50.0
sidm01091,cmp,cell line,25.0,25.0,28.0,28.0,19.0,19.0,19.0,19.0,19.0,20.0,33.0,17.0,17.0,17.0,17.0,17.0,19.0
sidm01092,cmp,cell line,25.0,25.0,31.0,31.0,22.0,22.0,22.0,22.0,25.0,23.0,39.0,23.0,23.0,23.0,23.0,23.0,25.0
sidm01093,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,55.0,55.0,55.0,55.0,55.0,57.0
sidm01094,cmp,cell line,33.0,33.0,36.0,36.0,26.0,26.0,26.0,26.0,26.0,34.0,47.0,52.0,52.0,52.0,52.0,52.0,53.0
sidm01095,cmp,cell line,38.0,38.0,41.0,41.0,34.0,34.0,34.0,34.0,38.0,36.0,52.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01096,cmp,cell line,38.0,38.0,41.0,41.0,34.0,34.0,34.0,34.0,38.0,36.0,52.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01097,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01098,cmp,cell line,36.0,36.0,39.0,39.0,33.0,33.0,33.0,33.0,36.0,34.0,47.0,52.0,52.0,52.0,52.0,52.0,53.0
sidm01099,cmp,cell line,38.0,38.0,41.0,41.0,34.0,34.0,34.0,34.0,38.0,36.0,52.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01100,cmp,cell line,38.0,38.0,41.0,41.0,34.0,34.0,34.0,34.0,38.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01101,cmp,cell line,38.0,38.0,41.0,41.0,34.0,34.0,34.0,34.0,38.0,36.0,52.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01102,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01103,cmp,cell line,38.0,38.0,41.0,41.0,34.0,34.0,34.0,34.0,38.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01104,cmp,cell line,31.0,31.0,38.0,38.0,25.0,25.0,25.0,25.0,28.0,30.0,46.0,47.0,47.0,47.0,47.0,47.0,49.0
sidm01105,cmp,cell line,38.0,38.0,41.0,41.0,34.0,34.0,34.0,34.0,38.0,36.0,52.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01106,cmp,cell line,38.0,38.0,41.0,41.0,34.0,34.0,34.0,34.0,38.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01107,cmp,cell line,38.0,38.0,41.0,41.0,34.0,34.0,34.0,34.0,38.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01108,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,31.0,47.0,52.0,52.0,52.0,52.0,52.0,53.0
sidm01109,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01110,cmp,cell line,38.0,38.0,41.0,41.0,34.0,34.0,34.0,34.0,38.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01111,cmp,cell line,31.0,31.0,38.0,38.0,28.0,28.0,28.0,28.0,31.0,33.0,49.0,53.0,53.0,53.0,53.0,53.0,55.0
sidm01112,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01113,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01115,cmp,cell line,34.0,34.0,38.0,38.0,25.0,25.0,25.0,25.0,25.0,30.0,46.0,50.0,50.0,50.0,50.0,50.0,52.0
sidm01116,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,52.0,52.0,52.0,52.0,52.0,53.0
sidm01117,cmp,cell line,38.0,38.0,38.0,38.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01118,cmp,cell line,38.0,38.0,41.0,41.0,34.0,34.0,34.0,34.0,38.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01119,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01120,cmp,cell line,31.0,31.0,38.0,38.0,28.0,28.0,28.0,28.0,31.0,33.0,49.0,47.0,47.0,47.0,47.0,47.0,49.0
sidm01121,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,55.0,55.0,55.0,55.0,55.0,57.0
sidm01122,cmp,cell line,38.0,38.0,41.0,41.0,34.0,34.0,34.0,34.0,38.0,36.0,52.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01123,cmp,cell line,38.0,38.0,41.0,41.0,34.0,34.0,34.0,34.0,38.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01124,cmp,cell line,31.0,31.0,38.0,38.0,25.0,25.0,25.0,25.0,28.0,30.0,46.0,47.0,47.0,47.0,47.0,47.0,49.0
sidm01125,cmp,cell line,38.0,38.0,41.0,41.0,34.0,34.0,34.0,34.0,38.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01126,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,49.0,49.0,49.0,49.0,49.0,50.0
sidm01127,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01128,cmp,cell line,38.0,38.0,41.0,41.0,34.0,34.0,34.0,34.0,38.0,36.0,52.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01129,cmp,cell line,38.0,38.0,41.0,41.0,34.0,34.0,34.0,34.0,38.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01130,cmp,cell line,33.0,33.0,39.0,39.0,26.0,26.0,26.0,26.0,30.0,31.0,47.0,52.0,52.0,52.0,52.0,52.0,53.0
sidm01131,cmp,cell line,38.0,38.0,41.0,41.0,34.0,34.0,34.0,34.0,38.0,36.0,52.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01132,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01133,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,55.0,55.0,55.0,55.0,55.0,57.0
sidm01134,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,49.0,49.0,49.0,49.0,49.0,50.0
sidm01135,cmp,cell line,34.0,34.0,41.0,41.0,28.0,28.0,28.0,28.0,31.0,33.0,49.0,53.0,53.0,53.0,53.0,53.0,55.0
sidm01136,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01137,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01138,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01139,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01140,cmp,cell line,38.0,38.0,41.0,41.0,34.0,34.0,34.0,34.0,38.0,36.0,52.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01141,cmp,cell line,36.0,36.0,36.0,36.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,34.0,34.0,34.0,34.0,34.0,36.0
sidm01142,cmp,cell line,38.0,38.0,38.0,38.0,31.0,31.0,31.0,31.0,31.0,33.0,46.0,53.0,53.0,53.0,53.0,53.0,55.0
sidm01143,cmp,cell line,34.0,34.0,38.0,38.0,28.0,28.0,28.0,28.0,28.0,33.0,46.0,47.0,47.0,47.0,47.0,47.0,49.0
sidm01144,cmp,cell line,38.0,38.0,38.0,38.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01145,cmp,cell line,38.0,38.0,41.0,41.0,34.0,34.0,34.0,34.0,38.0,36.0,52.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01146,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01147,cmp,cell line,36.0,36.0,36.0,36.0,26.0,26.0,26.0,26.0,30.0,31.0,47.0,49.0,49.0,49.0,49.0,49.0,50.0
sidm01148,cmp,cell line,38.0,38.0,38.0,38.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,36.0,36.0,36.0,36.0,36.0,38.0
sidm01149,cmp,cell line,38.0,38.0,38.0,38.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,53.0,53.0,53.0,53.0,53.0,55.0
sidm01150,cmp,cell line,38.0,38.0,38.0,38.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01151,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01152,cmp,cell line,38.0,38.0,38.0,38.0,31.0,31.0,31.0,31.0,31.0,33.0,46.0,52.0,52.0,52.0,52.0,52.0,53.0
sidm01153,cmp,cell line,28.0,28.0,28.0,28.0,19.0,19.0,19.0,19.0,19.0,20.0,36.0,46.0,46.0,46.0,46.0,46.0,47.0
sidm01154,cmp,cell line,38.0,38.0,41.0,41.0,34.0,34.0,34.0,34.0,38.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01155,cmp,cell line,34.0,34.0,38.0,38.0,28.0,28.0,28.0,28.0,31.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01156,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,55.0,55.0,55.0,55.0,55.0,57.0
sidm01157,cmp,cell line,34.0,34.0,38.0,38.0,28.0,28.0,28.0,28.0,31.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01158,cmp,cell line,34.0,34.0,41.0,41.0,31.0,31.0,31.0,31.0,34.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01159,cmp,cell line,34.0,34.0,38.0,38.0,28.0,28.0,28.0,28.0,31.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01160,cmp,cell line,34.0,34.0,38.0,38.0,28.0,28.0,28.0,28.0,31.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01161,cmp,cell line,34.0,34.0,38.0,38.0,28.0,28.0,28.0,28.0,31.0,36.0,52.0,57.0,57.0,57.0,57.0,57.0,58.0
sidm01162,cmp,cell line,33.0,33.0,36.0,36.0,26.0,26.0,26.0,26.0,30.0,34.0,50.0,52.0,52.0,52.0,52.0,52.0,53.0
sidm01163,cmp,cell line,33.0,33.0,36.0,36.0,26.0,26.0,26.0,26.0,30.0,34.0,50.0,52.0,52.0,52.0,52.0,52.0,53.0
sidm01164,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,50.0,55.0,55.0,55.0,55.0,55.0,57.0
sidm01165,cmp,cell line,38.0,38.0,41.0,41.0,34.0,34.0,34.0,34.0,38.0,36.0,52.0,60.0,60.0,60.0,60.0,60.0,61.0
sidm01166,cmp,cell line,33.0,33.0,36.0,36.0,26.0,26.0,26.0,26.0,26.0,31.0,44.0,28.0,28.0,28.0,28.0,28.0,30.0
sidm01167,cmp,cell line,33.0,33.0,39.0,39.0,30.0,30.0,30.0,30.0,33.0,34.0,47.0,52.0,52.0,52.0,52.0,52.0,53.0
